,pvalue,weighted_pvalue,log2FoldChange
Nt5e,0.000151705,9.37E-05,0.753592407
Tmem238,2.49E-05,2.71E-05,0.753708838
Tbcb,1.39E-07,1.32E-07,0.754546359
Flnb,0.000205888,0.000191455,0.754778027
Timp3,0.026426637,0.04503306,0.75481887
Rragb,6.70E-05,6.58E-05,0.75541594
Atp6v1g2,0.004963785,0.004154869,0.756131801
Tmem204,0.016682007,0.045386656,0.757886061
Aldh18a1,1.87E-10,1.16E-10,0.758983235
Tstd3,0.000167802,0.000212983,0.761030267
Ar,0.003665832,0.003993754,0.762319101
Ndnf,0.012044056,0.011930762,0.762407634
Egfl7,0.02048504,0.023900612,0.763068236
Slc39a10,0.001307131,0.00102464,0.764752648
Cyp3a13,0.025944028,0.040128529,0.764805802
Fscn1,0.020368055,0.023764121,0.76497557
Rdm1,3.30E-07,2.01E-07,0.765881883
Cfap36,6.27E-10,5.74E-10,0.765909114
Stard9,0.011259048,0.0191863,0.766164385
Srgap2,1.27E-06,1.64E-06,0.766215708
Lmf2,4.05E-10,2.51E-10,0.767152152
Gm26541,5.67E-05,7.20E-05,0.76834091
Cysltr2,0.00290713,0.002983129,0.768548113
Acp2,0.000456798,0.000452501,0.768971986
Diaph3,0.00573662,0.005886589,0.770578925
Lgals3bp,3.20E-06,2.77E-06,0.770769638
Zfp930,3.64E-05,4.64E-05,0.770912369
Inpp4a,2.29E-05,2.26E-05,0.771177415
Zmiz1os1,0.017273349,0.026124108,0.772959823
Rhbdl3,0.008928256,0.009726921,0.773185235
Fktn,0.005576392,0.005523937,0.774466616
Gm43820,0.023928227,0.039348956,0.774803999
C1qtnf4,0.001642028,0.001564215,0.774889502
Brip1os,0.001148748,0.001137942,0.775012262
Pank3,3.69E-05,3.63E-05,0.775371003
Glipr1,4.80E-07,3.62E-07,0.778539558
Lpin2,4.18E-07,3.82E-07,0.778727558
Gm26815,0.004937398,0.008413713,0.779391725
Neat1,0.002519987,0.001598485,0.779440662
Ankrd12,1.07E-06,1.02E-06,0.779770399
Map2k3,2.40E-07,2.79E-07,0.780091521
Mpp2,0.019827023,0.019640517,0.78035711
Syt11,2.38E-05,2.18E-05,0.781923885
44083,4.62E-06,2.86E-06,0.782474861
Agps,9.10E-11,8.62E-11,0.783727198
Gm16549,0.023041528,0.035639133,0.784793969
Clstn1,1.04E-08,9.50E-09,0.785316834
Reep3,1.81E-09,1.36E-09,0.785843234
Itga3,0.009487775,0.009735808,0.786466791
Camkmt,0.000293594,0.00030127,0.787119161
Usp20,1.38E-07,1.78E-07,0.787932475
Spns3,0.017210121,0.014405501,0.788044842
Gpr171,1.45E-09,8.89E-10,0.788786417
Gas8,0.000977873,0.00124117,0.789462818
Sos2,0.000237423,0.000217363,0.790216303
Slc39a6,5.40E-06,4.94E-06,0.79046386
Crybb1,0.021630069,0.035569734,0.790804974
0610038B21Rik,0.015449756,0.023896675,0.79136028
Lnpep,2.36E-08,2.24E-08,0.793765518
D630045J12Rik,0.020913416,0.028963339,0.794493105
Acadl,4.00E-07,3.82E-07,0.794863324
Fbxo30,0.000151139,0.00014907,0.794926583
Col4a2,0.016743672,0.028532529,0.794942106
Amdhd2,1.46E-07,1.42E-07,0.795034562
Gm5141,0.005943512,0.005661857,0.795440784
Tspan17,0.017075235,0.016914614,0.795838948
Ptger2,0.000184294,0.00020078,0.797617062
Mettl7a1,0.002033989,0.002215937,0.798532585
Lilr4b,0.013047088,0.012445377,0.799322212
Sdf2l1,2.12E-06,2.07E-06,0.801128163
Eci1,2.30E-07,2.24E-07,0.80118033
Syngr2,6.04E-07,5.76E-07,0.801446862
Enkd1,0.002074393,0.002259955,0.802732864
Nln,9.25E-06,9.13E-06,0.802976986
Gm26888,0.007981213,0.007906137,0.803112382
Umad1,0.000807728,0.000879982,0.803259696
Fdft1,0.000270422,0.000265586,0.803653719
Tbc1d9b,2.62E-09,1.62E-09,0.804299641
Gm44198,0.01486618,0.022178047,0.804611594
Gcat,0.000498248,0.000511273,0.807517729
Mindy3,1.37E-08,1.35E-08,0.808193147
Yars,2.48E-10,2.89E-10,0.808360688
Nudt2,0.001884034,0.001866311,0.808729954
Fnbp1,1.09E-14,6.65E-15,0.809807744
Arhgap10,2.73E-06,2.70E-06,0.810848416
Gm14326,0.011511439,0.015942385,0.811534244
Fbxo6,2.39E-05,1.46E-05,0.811864459
Cyb5r1,4.38E-06,3.91E-06,0.812016736
Trim3,0.00096645,0.000991715,0.812133319
Mpzl3,9.49E-05,9.40E-05,0.812522475
Gm22362,0.0118937,0.016471784,0.813368555
Msmo1,8.80E-05,8.05E-05,0.814020639
Slc4a11,0.022219488,0.025924253,0.814480031
Myo1f,8.11E-05,5.03E-05,0.81479762
Tmed8,7.70E-05,7.59E-05,0.814949173
Xylt1,0.001825978,0.00179332,0.815188266
Plac8,7.11E-05,9.17E-05,0.815270325
Dock9,0.000210463,0.00019268,0.815584371
Dusp6,9.99E-08,6.20E-08,0.816829167
Best1,0.00644703,0.017615303,0.816843337
Cdkn2b,0.010764329,0.010254223,0.817514641
Epha3,0.00886804,0.008784621,0.817767267
Spag9,7.13E-07,6.52E-07,0.818143185
Fhl1,0.01942945,0.022669018,0.818534879
Muc20,0.015925668,0.027138585,0.81853944
Elac1,3.95E-07,3.91E-07,0.819757245
Emp2,0.019051016,0.020755199,0.820727796
Htra3,0.020098963,0.054683153,0.820813211
Gm5491,0.013206329,0.020426688,0.820839699
6530402F18Rik,1.24E-05,1.22E-05,0.82153068
Taf9b,7.11E-09,6.51E-09,0.821671255
Noxo1,0.004953404,0.006860052,0.822005374
Mospd1,1.15E-06,1.18E-06,0.824606877
Nr2f6,0.001646974,0.00209043,0.824621771
Gm41442,0.016451597,0.024881295,0.825518839
Gm13594,0.015786409,0.024417388,0.8266009
Irak2,0.000555036,0.000507383,0.827248446
Atp8b2,3.38E-08,2.15E-08,0.827395721
Plekhh3,0.021486857,0.033234469,0.827831068
Diaph2,8.81E-07,6.91E-07,0.829796812
Pld3,4.33E-09,2.67E-09,0.831626612
Naaa,0.006369472,0.006309557,0.831849941
Myo6,0.00015925,0.000163413,0.832472552
Zdhhc15,5.00E-05,4.93E-05,0.832635979
Zfr2,0.005978594,0.006134889,0.83340778
Pear1,4.46E-05,4.08E-05,0.834165376
Ankrd29,0.009614838,0.026159043,0.834327881
Dnajb14,0.000313227,0.00031028,0.835308986
Zfp120,3.02E-05,2.94E-05,0.835563721
Osbpl1a,0.008968602,0.0152832,0.835684447
Xcl1,0.002353412,0.002331275,0.836580637
Ift43,0.018781235,0.02904959,0.836696933
Loxl4,0.016771843,0.025021003,0.837848341
Selenoi,3.93E-05,3.86E-05,0.838283111
Vcl,0.000772872,0.000980971,0.839360325
Pla2g15,0.007389605,0.00728843,0.839475889
Cd3g,3.62E-08,3.14E-08,0.840593001
Hmgcs1,6.64E-07,5.01E-07,0.84091688
Crat,0.001612694,0.001756955,0.841866873
Tubb6,0.007373043,0.008032589,0.841999773
Ftx,0.000406072,0.000416688,0.842268363
Aim2,2.32E-06,1.82E-06,0.842981841
Cyth4,6.81E-09,4.32E-09,0.843287878
Heg1,2.01E-07,1.84E-07,0.843472892
Pak6,0.008223641,0.008438626,0.843627853
Clock,0.000238635,0.000187063,0.844742662
Rnh1,1.39E-08,1.32E-08,0.845153084
Nsmf,1.83E-07,1.43E-07,0.846007557
S1pr2,0.002867406,0.002816121,0.84654115
Hrh2,1.28E-10,1.26E-10,0.846998088
Clic5,0.019653775,0.027218842,0.847703736
Utf1,0.001078278,0.001068135,0.85040751
Glt8d1,3.81E-05,3.78E-05,0.851468448
Ficd,6.98E-06,6.92E-06,0.852086643
Emp3,7.80E-09,6.77E-09,0.852576856
Ptpn5,0.018577196,0.030549414,0.852646228
Lrrc8d,1.47E-06,1.35E-06,0.853472868
Lman1,5.13E-09,4.90E-09,0.85372849
Ctsw,9.96E-09,6.10E-09,0.853926548
1700028E10Rik,0.000811228,0.000679027,0.855937889
Pfkp,3.23E-19,2.00E-19,0.856282742
Map7d3,0.01324353,0.018341186,0.858071203
Arl8a,5.14E-09,4.70E-09,0.858778734
Ifitm3,0.019571173,0.019221136,0.860343657
Mvp,4.89E-11,4.65E-11,0.860647902
Ppfibp1,0.003754942,0.003853105,0.861298966
Zfp939,0.017317689,0.026191167,0.861357798
Nptn,2.13E-06,1.98E-06,0.862152828
Klhl35,0.000799108,0.000668883,0.862228404
Cib2,0.017640153,0.047993481,0.864023701
Sntb2,7.31E-07,6.97E-07,0.864568405
Hilpda,2.85E-06,2.61E-06,0.864880214
Nceh1,2.27E-06,2.08E-06,0.865074357
Mthfs,0.000110298,0.000113182,0.865204441
Khnyn,5.84E-07,3.62E-07,0.865449973
Jade1,5.60E-11,5.21E-11,0.865907655
Lpgat1,9.27E-14,9.10E-14,0.866265726
Dpysl2,1.08E-11,1.39E-11,0.868716405
Pde4dip,7.66E-10,5.78E-10,0.86946223
Apip,0.00033283,0.00042425,0.870377938
Fam102b,2.89E-05,2.84E-05,0.870491689
Alad,8.54E-06,7.61E-06,0.871137423
Hsd17b7,7.82E-05,7.63E-05,0.871234982
Thy1,2.29E-07,2.09E-07,0.871298313
Tmem154,0.00042073,0.000401326,0.872411958
Btg2,2.59E-07,1.60E-07,0.872560252
Gm5124,0.010590579,0.01579951,0.87403445
Cln3,7.56E-09,5.70E-09,0.876256692
H1f0,0.000867189,0.000679776,0.87750543
Gm29776,0.003568312,0.002986808,0.877761041
Anxa11,3.54E-07,2.77E-07,0.878040851
Serping1,0.016413819,0.017882096,0.880604124
Icos,0.00063429,0.000391739,0.880914812
Zfp870,0.008802939,0.014476061,0.880950276
Pdxk,3.48E-05,3.43E-05,0.882738928
Tnks1bp1,1.30E-06,1.27E-06,0.882949972
Ssh3,0.007609413,0.020702895,0.883755968
Tmem30a,3.44E-11,2.13E-11,0.88405078
Pex11a,0.007912899,0.009232256,0.885297978
Lgr6,0.017684708,0.029081754,0.88625894
Igkv6-15,0.016792765,0.045687995,0.886592508
Plec,1.61E-13,9.92E-14,0.887665315
Tigit,0.005487511,0.003348098,0.894750073
Slfn10-ps,1.84E-10,1.44E-10,0.895379
Nedd9,1.87E-12,1.18E-12,0.895598321
Mthfsl,6.44E-10,6.60E-10,0.895754978
H6pd,9.91E-07,7.77E-07,0.897508805
Id1,0.003762387,0.004098946,0.89820386
Galm,2.11E-05,1.88E-05,0.900370358
Eif4ebp1,1.79E-05,1.77E-05,0.902126911
Dennd3,3.70E-05,3.65E-05,0.902802615
Larp1b,9.49E-09,9.25E-09,0.904659008
Lrrc8c,8.22E-10,5.08E-10,0.904723097
C230066G23Rik,0.005843561,0.015966436,0.905653468
Ro60,0.000321493,0.000350252,0.905925586
Tep1,5.94E-07,5.44E-07,0.90620981
Ptpn9,1.11E-09,6.75E-10,0.906475899
Galc,1.59E-05,1.57E-05,0.906962044
Iqce,2.43E-17,1.83E-17,0.90960458
Il12rb1,0.000168497,0.0001542,0.912903942
Pkd2,0.013688319,0.021172199,0.914235149
Eef2k,2.49E-08,2.47E-08,0.916036498
1700017B05Rik,1.30E-07,1.24E-07,0.917135639
Paqr8,0.00020413,0.000222391,0.917948502
Dnase1l1,5.95E-05,5.85E-05,0.918607989
Arl6,0.007199014,0.019586323,0.918925789
Dnajc1,8.04E-08,9.33E-08,0.919046098
Nfatc2,2.30E-06,1.43E-06,0.919586302
Angptl6,2.08E-05,2.64E-05,0.920849096
Esyt1,4.81E-12,4.17E-12,0.921902355
Adgrl4,0.016384546,0.024443215,0.922022839
Gm36551,0.013451686,0.020344248,0.922555482
Sgcb,1.42E-05,1.40E-05,0.924005803
Ptgs1,0.012249398,0.010253194,0.925043087
Perp,0.002494804,0.002560024,0.926415571
Prrc1,5.55E-17,5.08E-17,0.926486507
Slc6a6,2.11E-14,2.00E-14,0.927805694
Atp2b1,9.79E-05,6.07E-05,0.92904362
Fam126a,2.04E-06,1.87E-06,0.929260292
Pwwp2b,0.001050601,0.001144581,0.929989497
Nr1d1,0.000122735,0.00012158,0.930230279
Uap1l1,4.16E-08,4.08E-08,0.930889998
Cyp2u1,0.006973007,0.011882549,0.931961258
Capn2,2.26E-13,1.40E-13,0.934729984
Tbl1xr1,2.94E-08,2.73E-08,0.934908217
Ccdc112,0.012186415,0.018180251,0.935013803
9930022D16Rik,0.00300382,0.002514307,0.935653283
Tent4a,3.46E-18,3.16E-18,0.936298799
Efhd2,1.12E-10,6.92E-11,0.936541525
Psd4,3.62E-13,2.22E-13,0.936952084
Ppp3cc,6.49E-10,4.11E-10,0.938059403
Zdhhc23,0.001275501,0.001243532,0.93827682
Ubl3,1.40E-07,8.67E-08,0.939738746
Nlrx1,1.42E-05,1.41E-05,0.93976626
Ifnar2,4.40E-12,4.19E-12,0.940124496
Casp3,1.49E-07,1.33E-07,0.941755899
Itga4,0.000429156,0.000265048,0.941789598
Ccdc157,3.77E-05,3.87E-05,0.941953554
Plcb3,5.97E-06,4.68E-06,0.942312885
Lgals4,0.000561111,0.000551075,0.943102724
Eif4e3,0.000706154,0.000629204,0.943117229
Dsel,0.002309256,0.002199824,0.94420569
Atp8b4,3.75E-07,2.32E-07,0.946044772
Rasl12,0.008275412,0.009655212,0.947014207
Zc3hav1l,0.004123627,0.004084838,0.947684637
Asah1,0.000279779,0.000255759,0.947858074
Gstt3,0.007987814,0.012029355,0.949023803
Carhsp1,7.46E-06,4.55E-06,0.9490611
Ptpn4,4.09E-07,2.50E-07,0.950150362
Osbpl5,4.31E-06,3.25E-06,0.951942203
Dynlt1a,0.001625072,0.002250589,0.952955642
Hk2,0.002078461,0.002132797,0.953267714
Tnfsf13b,0.008799088,0.008716318,0.953856208
Crip1,6.94E-08,4.40E-08,0.954196362
Ccdc107,1.16E-07,1.13E-07,0.954585731
Prkd3,4.75E-12,4.51E-12,0.956600588
Slc2a8,1.67E-07,1.64E-07,0.957679083
Serinc3,4.74E-08,2.94E-08,0.957861412
Csrp2,0.009401565,0.016021002,0.958444025
Gm18860,0.001039016,0.000869694,0.959894305
Rnf227,0.001978065,0.002029776,0.960534492
Gm43682,0.006473835,0.011031922,0.961764961
Gm44175,0.001518637,0.001654484,0.961849094
Nckap1,1.98E-07,1.21E-07,0.964595517
Hist1h4d,2.39E-05,3.03E-05,0.964784461
Impa2,4.57E-09,4.53E-09,0.964964242
Zmiz1,1.99E-09,2.31E-09,0.96542154
Gm29585,0.00186343,0.002174129,0.96549018
Peg13,3.86E-05,3.68E-05,0.966048139
Ppp1r3f,0.00166949,0.001590375,0.966710023
Il15ra,2.73E-06,2.69E-06,0.966864968
Tmem97,1.23E-06,1.57E-06,0.967883072
Heatr9,0.003956093,0.003918879,0.969414344
Spin2c,7.20E-06,7.39E-06,0.971639616
Tab2,1.53E-08,1.36E-08,0.972343611
Fancf,1.90E-05,1.86E-05,0.972775225
Slc6a9,0.008032081,0.02194616,0.972834654
Cyp20a1,1.48E-06,1.61E-06,0.972982502
AC157910.4,0.008779383,0.013097486,0.973327833
Fyco1,9.45E-08,8.63E-08,0.973877909
Grn,0.004740497,0.004621681,0.974220929
Pkp3,2.88E-15,2.74E-15,0.975442482
Tspoap1,0.000322946,0.000409901,0.977193835
Padi2,8.64E-16,5.48E-16,0.977523385
Rnf149,7.35E-10,9.47E-10,0.979020802
Inppl1,0.004325483,0.004712413,0.979096344
St3gal6,8.95E-11,8.49E-11,0.979925977
Rsph9,0.00344852,0.009382372,0.980957283
Slc39a4,0.000423432,0.000258349,0.981623982
Xpot,2.32E-09,2.21E-09,0.983441786
Pmaip1,0.000366482,0.000340791,0.984370945
Spryd3,1.99E-19,1.90E-19,0.984992022
Sod3,0.010592409,0.014669605,0.985128541
Rogdi,5.23E-05,6.67E-05,0.985189569
Ndfip1,3.83E-24,3.32E-24,0.98914257
AC149090.1,1.54E-05,9.45E-06,0.991036953
Rhoq,2.77E-09,2.75E-09,0.991115498
Wbp1,4.56E-12,4.18E-12,0.992037458
Grin2d,0.003433498,0.003270789,0.993028311
Gm3325,0.000435971,0.000364924,0.99397497
Pxmp2,0.001065169,0.001055149,0.994238268
Dusp4,5.05E-05,3.96E-05,0.994299872
Prf1,1.48E-08,9.12E-09,0.995013294
Iqgap1,2.18E-08,1.38E-08,0.995752731
Slc16a6,7.31E-05,6.97E-05,0.997115548
Slc38a7,9.04E-06,9.28E-06,0.997754727
Btd,1.71E-07,1.68E-07,0.998784444
Plekhb2,3.07E-10,1.90E-10,1.001551722
Tspan18,0.012637838,0.034530529,1.002961008
Spock2,0.002571748,0.00438246,1.006089059
Ggta1,2.83E-08,2.78E-08,1.006619185
Rbm47,0.00886488,0.009657876,1.00861708
Per3,0.000848422,0.00071016,1.010957783
Plk3,0.000490509,0.000425271,1.011665393
Plekhm3,9.60E-05,9.43E-05,1.012886818
Prkar2b,0.001538219,0.001675818,1.015831848
Cers4,7.19E-08,6.57E-08,1.016341668
S100a10,6.57E-10,4.02E-10,1.017589661
Ddhd2,1.09E-10,1.06E-10,1.017734586
Ikzf4,7.49E-08,7.42E-08,1.019508292
Spry2,0.001002746,0.00102896,1.02213618
Ech1,9.52E-12,5.90E-12,1.022544204
Abca2,1.19E-09,7.32E-10,1.02323932
Zfp651,0.009943048,0.015037805,1.026386593
AW112010,4.51E-09,2.76E-09,1.026574322
Vcpkmt,0.000107885,0.00010687,1.02844667
Gm15232,0.000512767,0.000526172,1.031315378
Ptms,0.000428467,0.000439668,1.031372111
Gm10804,0.006480214,0.009800636,1.031948042
Rps6ka4,7.16E-08,6.79E-08,1.032385094
Pygl,0.010868004,0.010595607,1.032502538
Riox2,4.73E-07,4.52E-07,1.032603053
Mgat4b,4.15E-05,4.11E-05,1.035393106
Gm11210,0.007167177,0.010839595,1.035416167
F2rl2,4.67E-05,5.93E-05,1.035603512
Myo1c,3.06E-06,2.80E-06,1.037722973
Cd86,3.15E-08,2.89E-08,1.038337137
Med12l,7.89E-05,6.61E-05,1.040424912
Tmem191c,0.000108994,9.97E-05,1.042637864
Ica1,0.008197778,0.012679788,1.044326588
Myo3b,1.05E-07,1.33E-07,1.045162789
Tmx4,3.13E-11,2.86E-11,1.045179914
P4htm,1.05E-05,1.34E-05,1.047191879
Lrrk1,0.003611605,0.004657663,1.047774715
Nap1l3,0.008134431,0.012302464,1.05012678
Abhd3,0.011428153,0.017283869,1.050332909
Itgax,0.009551396,0.00874437,1.051026527
Crip2,0.004313545,0.004272969,1.054120486
Cd48,1.18E-07,1.02E-07,1.054542581
Crot,7.79E-09,7.41E-09,1.05629171
Aplp2,3.41E-12,2.16E-12,1.058467041
Fhl2,3.50E-07,3.46E-07,1.05928692
Gm44243,0.008265976,0.012448256,1.059444602
Qsox1,2.70E-19,2.04E-19,1.060036506
Nxnl2,0.008948892,0.014716074,1.061464575
Eif5a2,3.07E-06,3.35E-06,1.062609925
Notch2,4.29E-06,3.24E-06,1.063698947
Pi4k2b,0.000110433,0.000107665,1.063850458
Unc119,3.56E-07,3.53E-07,1.066806
Prkar2a,1.07E-08,8.10E-09,1.06900454
Fbxl18,0.000134546,0.000146582,1.06901236
St3gal4,6.62E-12,4.99E-12,1.069387662
Dock7,0.007306775,0.010900582,1.071874777
Abr,4.22E-16,3.66E-16,1.073363261
Cd99l2,5.09E-06,5.04E-06,1.073929683
Nsd2,7.82E-08,7.16E-08,1.074204894
Iqcn,0.00287303,0.002736881,1.075167277
Pacsin2,1.73E-18,1.65E-18,1.076617221
Tcrg-C4,0.001270946,0.001258991,1.081473406
Rnf19b,3.80E-05,3.62E-05,1.082344445
Tspan31,1.17E-10,1.07E-10,1.085639086
Cd82,4.06E-15,2.52E-15,1.085696724
Ehd4,3.38E-07,3.01E-07,1.086141771
Nkg7,9.87E-12,6.12E-12,1.087285621
Clgn,0.010175856,0.015739351,1.088252788
Srpk3,0.004162506,0.007093236,1.089814291
Stk39,1.89E-08,1.48E-08,1.091496891
Rsph3a,1.55E-05,1.48E-05,1.093153302
Klf6,1.77E-08,1.12E-08,1.096356334
Prob1,0.007709386,0.013137398,1.099267601
Fam185a,4.05E-11,5.14E-11,1.09940433
Tbc1d12,2.75E-05,3.00E-05,1.103034153
Itpripl1,5.42E-05,6.91E-05,1.104498095
Cd226,8.13E-11,7.74E-11,1.1088431
Card19,2.99E-12,2.34E-12,1.111176245
Gm14029,0.000521765,0.000516857,1.112712633
Prkcz,7.21E-12,5.66E-12,1.113054817
Kcnk7,0.000365428,0.00036199,1.113309504
Cdkn1a,0.00330198,0.002588373,1.113864281
Mospd2,6.76E-07,8.62E-07,1.114008081
Unc93b1,0.000566753,0.000518094,1.114547391
4930549P19Rik,0.005869558,0.008877084,1.117321199
Rhbdd1,3.06E-10,2.80E-10,1.117485948
5033430I15Rik,0.004010952,0.004369747,1.118983195
Sytl1,1.21E-05,1.08E-05,1.119353135
Rcor3,4.29E-08,4.21E-08,1.121286116
2310031A07Rik,0.002130679,0.003503812,1.12249392
Nfe2l1,1.05E-12,9.98E-13,1.125700616
Esm1,0.007261075,0.007910605,1.126771427
Abi2,1.57E-06,1.53E-06,1.127364382
Serpina3f,0.000732205,0.000751346,1.127505283
Esam,0.009813933,0.01359148,1.1286664
Asb1,2.65E-07,2.62E-07,1.130997553
Trip4,3.11E-13,2.84E-13,1.131114311
Rtn2,0.004363076,0.00659869,1.133640755
Aars,2.77E-16,2.40E-16,1.135725633
Lmln,0.003720807,0.003685806,1.139681331
Ldlrad4,1.07E-07,9.78E-08,1.140010236
Akt3,4.99E-06,6.36E-06,1.140391624
Usp46,1.01E-08,1.00E-08,1.140861422
Tesc,2.11E-06,2.07E-06,1.140866556
Gm13684,0.001336433,0.001850849,1.144717775
Ltk,0.00671967,0.00665646,1.145686433
Inpp4b,2.60E-22,1.61E-22,1.145866152
Foxd2os,1.81E-06,2.31E-06,1.146916544
Cpne3,3.33E-14,2.61E-14,1.148219898
Vps54,8.63E-13,5.28E-13,1.148392467
Mapk3,5.13E-08,4.02E-08,1.148793469
Plekho2,6.78E-09,6.45E-09,1.148866169
Atp10a,1.25E-15,1.19E-15,1.152925499
Gipc2,0.009396899,0.014018723,1.157426029
Tns2,0.002829503,0.003082612,1.157998405
Cldn12,0.003125988,0.003405619,1.159722075
Dusp22,3.60E-10,3.56E-10,1.159893456
Pank1,2.24E-08,2.84E-08,1.160327676
Gm11110,9.39E-07,1.20E-06,1.161648499
Dusp9,0.002547676,0.00352832,1.164661407
Wdsub1,4.16E-07,4.12E-07,1.168224681
Mid1ip1,2.86E-08,2.83E-08,1.169689908
Gm14137,0.002892109,0.00431458,1.17008594
Gm5106,0.00087929,0.000957945,1.174896743
Fam151b,0.001079164,0.001494552,1.175246655
Gm17055,0.008407737,0.011644016,1.177032382
Ap1s2,2.25E-08,1.37E-08,1.177500861
Pcyt1b,0.008601509,0.01300887,1.177657169
Klhl25,4.06E-07,3.06E-07,1.178395961
Ikzf3,1.94E-18,1.68E-18,1.178913436
Carmil1,0.008633509,0.014197441,1.180197327
Cdc42ep3,1.55E-15,1.48E-15,1.182164995
Tcrg-V6,0.004733365,0.00706145,1.183815398
Tmtc3,0.000475765,0.000453219,1.185442145
Jazf1,1.02E-05,9.71E-06,1.191343692
Mtmr7,3.81E-05,4.15E-05,1.194237777
Tmbim1,0.005371363,0.005297821,1.194379446
Plod2,0.003546273,0.003638981,1.194630085
Cebpg,7.62E-09,6.98E-09,1.195672838
Rrm2b,7.53E-06,7.43E-06,1.197683675
Cmtm7,1.80E-13,1.68E-13,1.198111056
Alg6,5.38E-06,6.83E-06,1.198632171
Gm36756,0.003446916,0.00519093,1.200935578
Prelp,0.008352425,0.013735209,1.205276187
Dgkh,5.26E-11,3.21E-11,1.205497458
Gm12165,0.003435053,0.005124569,1.205797604
Magohb,7.01E-10,6.94E-10,1.207836949
Gm20219,0.000962089,0.001122503,1.211766251
Rnf216,1.10E-05,9.77E-06,1.212445368
Dennd4c,2.81E-10,2.68E-10,1.215277941
Atp6v0a1,0.002889652,0.003148142,1.216365203
Gfod1,5.64E-05,5.50E-05,1.21913664
Prr33,0.001102891,0.001131723,1.219592862
Abhd15,8.41E-05,0.000106725,1.219780398
Nek4,0.001641995,0.001684921,1.22083221
Gm26532,0.000272131,0.000345403,1.221794427
Btbd8,1.40E-07,1.39E-07,1.224553347
Calhm2,9.93E-06,1.27E-05,1.224806067
Adam9,0.000155401,0.000152622,1.228309698
Bicral,2.68E-07,2.56E-07,1.22851408
Anxa11os,0.003495587,0.004078423,1.22943896
Apbb1,6.98E-05,7.61E-05,1.230955072
Gm43422,0.00687121,0.01034779,1.235084291
Ifitm2,0.007897177,0.007822891,1.23553197
Clcn5,1.82E-06,1.52E-06,1.238195906
D730045B01Rik,0.005397199,0.008348036,1.240265713
Eya2,9.41E-12,7.10E-12,1.240622762
Bcl2a1b,1.59E-09,2.02E-09,1.241698894
Sema4a,7.20E-24,4.47E-24,1.251397511
4930402H24Rik,4.93E-13,4.80E-13,1.252844981
Lss,2.55E-15,1.55E-15,1.254245837
Ndrg4,0.002112153,0.00216737,1.254859674
Atp8a2,8.53E-05,8.75E-05,1.256106713
44085,2.06E-16,1.26E-16,1.258849278
Rilpl1,0.001877559,0.002045513,1.261869727
Pcbp4,1.01E-06,9.97E-07,1.265063632
Gdf11,2.33E-06,2.39E-06,1.267151716
Epas1,0.002180336,0.002237335,1.272508303
Cep290,0.000156365,0.000154894,1.275859008
Rora,0.001129387,0.001077302,1.276648477
Crtap,4.57E-16,4.69E-16,1.278257023
Sema6b,0.00264721,0.002716414,1.282975655
Slc4a7,6.38E-05,5.84E-05,1.283543874
Zfp941,0.00693321,0.010343279,1.286379008
Naip2,0.000115508,0.000147236,1.292181863
Smpd1,2.15E-15,2.00E-15,1.296686031
Farp2,0.000511621,0.000524996,1.299576638
Repin1,2.42E-08,2.48E-08,1.300438503
Rab8b,5.18E-25,3.21E-25,1.302269509
B930095G15Rik,0.002777491,0.002850101,1.304739586
Iffo2,3.69E-07,4.70E-07,1.305128162
Dennd4a,0.000545154,0.000338126,1.305990201
Rab26,0.000807108,0.001375375,1.306828691
Nbeal2,8.18E-25,5.01E-25,1.307673598
Ptpre,1.07E-17,9.75E-18,1.30849533
Ebpl,8.51E-13,7.79E-13,1.318063026
Glmn,5.25E-20,5.15E-20,1.323333461
Megf9,2.04E-05,2.60E-05,1.325344484
Itgav,3.30E-17,3.22E-17,1.325792886
Runx2os1,0.00010931,0.000151385,1.326118936
Wdfy1,1.12E-07,1.22E-07,1.32809838
Car5b,0.005097968,0.005050013,1.329371206
Rgs3,1.37E-08,1.30E-08,1.330975078
Smpd5,1.08E-09,1.40E-09,1.331366079
Ccdc92,7.47E-28,6.82E-28,1.333191019
Ggh,3.43E-14,3.14E-14,1.334835661
Pycr1,0.000622207,0.001060289,1.336888483
Evi2a,5.06E-13,4.62E-13,1.341652177
Kif13b,2.81E-10,2.20E-10,1.346071363
Clba1,0.000345511,0.000588778,1.346755231
Hnrnpll,3.36E-12,3.21E-12,1.357101912
Pcgf2,1.68E-05,1.72E-05,1.358454583
2410004P03Rik,0.000659675,0.000769666,1.363438436
Firre,0.000556045,0.000548431,1.364452546
Chsy1,7.87E-22,9.14E-22,1.365171883
Trpv2,2.26E-21,1.96E-21,1.365461052
Abcb1b,3.54E-08,3.24E-08,1.36588802
Aopep,3.21E-12,3.04E-12,1.366232694
Suox,4.39E-08,3.44E-08,1.368406447
Prnp,4.98E-05,5.11E-05,1.372284441
Fam161a,0.000274447,0.000271865,1.376577085
Hic1,2.02E-06,2.07E-06,1.379560454
Apobr,2.69E-08,2.93E-08,1.384946673
Egr1,1.98E-07,1.22E-07,1.385897713
Neil2,0.003976461,0.005932266,1.386199631
B3gnt9,2.37E-07,1.98E-07,1.387170725
1700109H08Rik,4.02E-06,4.12E-06,1.389733054
